"Variable 1","Variable 2","Type","Method","Correlation","abs_corr"
"fam_head_age","transport_car","Numerical–Categorical","Correlation ratio (η)","0.23552955702247239","0.23552955702247239"
"children_0_5","food_pres_trofa","Numerical–Categorical","Correlation ratio (η)","0.2354406980914533","0.2354406980914533"
"radio_time","newly_acq_tablet","Numerical–Categorical","Correlation ratio (η)","0.235190259748767","0.235190259748767"
"radio_time","mat_wall","Numerical–Categorical","Correlation ratio (η)","0.235190259748767","0.235190259748767"
"monthly_exp_illum_before","occupation","Numerical–Categorical","Correlation ratio (η)","0.234896496135694","0.234896496135694"
"children_0_5","quality","Numerical–Categorical","Correlation ratio (η)","0.23486619632785558","0.23486619632785558"
"other_app","newly_acq_radio","Numerical–Categorical","Correlation ratio (η)","0.23445570141747574","0.23445570141747574"
"importance_night","light_1_morning","Categorical–Categorical","Cramér’s V","0.23441825662524807","0.23441825662524807"
"importance_allday","light_1_morning","Categorical–Categorical","Cramér’s V","0.23441825662524807","0.23441825662524807"
"cooking_time_min_d","radio_time","Numerical–Numerical","Pearson","0.23407157403890907","0.23407157403890907"
"act_agriculture","inst_difficulty","Numerical–Categorical","Correlation ratio (η)","0.23380998745459203","0.23380998745459203"
"act_agriculture","community","Numerical–Categorical","Correlation ratio (η)","0.23350150108152629","0.23350150108152629"
"fam_head_age","adults_mas_60","Numerical–Numerical","Pearson","0.23347767641510248","0.23347767641510248"
"fam_members","desired_app_phone","Numerical–Categorical","Correlation ratio (η)","0.23347031112271666","0.23347031112271666"
"illum_burner","before_phone","Categorical–Categorical","Cramér’s V","0.23327938364401885","0.23327938364401885"
"occupation","mat_roof","Categorical–Categorical","Cramér’s V","0.23270077901439842","0.23270077901439842"
"wakeup_time_after","light_bulb_2_time","Numerical–Numerical","Pearson","-0.23265644448840908","0.23265644448840908"
"light_bulb_1_time","light_3_night","Numerical–Categorical","Correlation ratio (η)","0.23260779883295374","0.23260779883295374"
"adults_18_59","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.23177601146288163","0.23177601146288163"
"wo_activity","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.23156140029533823","0.23156140029533823"
"quality","inst_difficulty","Categorical–Categorical","Cramér’s V","0.23140253119871154","0.23140253119871154"
"sleep_time_before","importance_night","Numerical–Categorical","Correlation ratio (η)","0.23139786849703842","0.23139786849703842"
"sleep_time_before","importance_allday","Numerical–Categorical","Correlation ratio (η)","0.23139786849703842","0.23139786849703842"
"newly_acq_radio","radio_morning","Categorical–Categorical","Cramér’s V","0.2312931116494901","0.2312931116494901"
"radios","migration","Numerical–Categorical","Correlation ratio (η)","0.23107515808873888","0.23107515808873888"
"mant_capacity","tech_problems_battery","Categorical–Categorical","Cramér’s V","0.23100782492512312","0.23100782492512312"
"phones","fam_head_gender","Numerical–Categorical","Correlation ratio (η)","0.23097697298338962","0.23097697298338962"
"phones","mant_capacity","Numerical–Categorical","Correlation ratio (η)","0.23096462306172372","0.23096462306172372"
"adults_18_59","phone_3_time","Numerical–Numerical","Pearson","0.2308832134622238","0.2308832134622238"
"wakeup_time_after","illum_candles","Numerical–Categorical","Correlation ratio (η)","0.23082504938995455","0.23082504938995455"
"monthly_income","pv_before","Numerical–Categorical","Correlation ratio (η)","0.2307354566059144","0.2307354566059144"
"community","cooking_female","Categorical–Categorical","Cramér’s V","0.2307335299678121","0.2307335299678121"
"community","cooking_male","Categorical–Categorical","Cramér’s V","0.2307335299678121","0.2307335299678121"
"eco_support","Light_2_night","Categorical–Categorical","Cramér’s V","0.23062487498314188","0.23062487498314188"
"cooking_gas","light_1_night","Categorical–Categorical","Cramér’s V","0.23051841026570105","0.23051841026570105"
"act_agriculture","cooking_freq","Numerical–Categorical","Correlation ratio (η)","0.23037684130786457","0.23037684130786457"
"mant_freq","tech_problems_LED","Categorical–Categorical","Cramér’s V","0.23010843328209019","0.23010843328209019"
"wo_activity","cooking_metal","Numerical–Categorical","Correlation ratio (η)","0.23006766963745146","0.23006766963745146"
"mant_capacity","demand_satisfaction","Categorical–Categorical","Cramér’s V","0.22988774620894972","0.22988774620894972"
"water_source","newly_acq_radio","Categorical–Categorical","Cramér’s V","0.229886100161839","0.229886100161839"
"light_bulbs","cooking_metal","Numerical–Categorical","Correlation ratio (η)","0.2297997377561353","0.2297997377561353"
"occupation","illum_flashlight","Categorical–Categorical","Cramér’s V","0.2293220703620634","0.2293220703620634"
"mat_wall","tech_problems_LED","Categorical–Categorical","Cramér’s V","0.2293069980319075","0.2293069980319075"
"cooking_fuel_biomass","desired_app_radio","Categorical–Categorical","Cramér’s V","0.2293069980319075","0.2293069980319075"
"newly_acq_flashlight","desired_app_radio","Categorical–Categorical","Cramér’s V","0.2293069980319075","0.2293069980319075"
"importance_night","cooking_freq","Categorical–Categorical","Cramér’s V","0.2292686253374032","0.2292686253374032"
"importance_allday","cooking_freq","Categorical–Categorical","Cramér’s V","0.2292686253374032","0.2292686253374032"
"rooms","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.22923146672689373","0.22923146672689373"
"mat_roof","tech_problems_radio","Categorical–Categorical","Cramér’s V","0.22890115411240858","0.22890115411240858"
"phones","water_source","Numerical–Categorical","Correlation ratio (η)","0.2288595308137529","0.2288595308137529"
"illum_burner","mat_roof","Categorical–Categorical","Cramér’s V","0.2287387780229416","0.2287387780229416"
"fam_head_age","tech_problems_USB","Numerical–Categorical","Correlation ratio (η)","0.22860020432689504","0.22860020432689504"
"radios","before_radio","Numerical–Categorical","Correlation ratio (η)","0.22829166164680684","0.22829166164680684"
"act_agriculture","monthly_income","Numerical–Numerical","Pearson","0.22819683583717287","0.22819683583717287"
"desired_app_blender","mant_difficulty","Categorical–Categorical","Cramér’s V","0.22800730444453843","0.22800730444453843"
"cooking_improved","desired_app_radio","Categorical–Categorical","Cramér’s V","0.2279754134016347","0.2279754134016347"
"cooking_rustic","desired_app_radio","Categorical–Categorical","Cramér’s V","0.2279754134016347","0.2279754134016347"
"light_bulb_2_time","community","Numerical–Categorical","Correlation ratio (η)","0.22767969366957497","0.22767969366957497"
"cooking_time_min_d","demand_satisfaction","Numerical–Categorical","Correlation ratio (η)","0.22752645105303376","0.22752645105303376"
"other_illum","newly_acq_radio","Categorical–Categorical","Cramér’s V","0.22706262310923997","0.22706262310923997"
"rooms","light_bulb_2_time","Numerical–Numerical","Pearson","0.22703325686804085","0.22703325686804085"
"cooking_time_min_d","mant_difficulty","Numerical–Categorical","Correlation ratio (η)","0.22694454930486652","0.22694454930486652"
"community","desired_app_phone","Categorical–Categorical","Cramér’s V","0.22687130324325755","0.22687130324325755"
"fam_head_age","migration","Numerical–Categorical","Correlation ratio (η)","0.2267182467715699","0.2267182467715699"
"children_in_school","cooking_metal","Categorical–Categorical","Cramér’s V","0.2265817417937414","0.2265817417937414"
"adults_mas_60","desired_app_fridge","Numerical–Categorical","Correlation ratio (η)","0.22654879163843106","0.22654879163843106"
"light_bulb_1_time","mat_wall","Numerical–Categorical","Correlation ratio (η)","0.22581711113040112","0.22581711113040112"
"light_bulb_1_time","tech_problems_switch","Numerical–Categorical","Correlation ratio (η)","0.22581711113040112","0.22581711113040112"
"light_bulb_1_time","newly_acq_flashlight","Numerical–Categorical","Correlation ratio (η)","0.22581711113040112","0.22581711113040112"
"wakeup_time_after","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.22480659168050157","0.22480659168050157"
"light_bulbs","transport_car","Numerical–Categorical","Correlation ratio (η)","0.22449994071378157","0.22449994071378157"
"sleep_time_after","light_bulb_2_time","Numerical–Numerical","Pearson","0.22446168824588392","0.22446168824588392"
"monthly_income","radios","Numerical–Numerical","Pearson","0.22441099089690375","0.22441099089690375"
"light_bulb_2_time","mat_roof","Numerical–Categorical","Correlation ratio (η)","0.22432416377924835","0.22432416377924835"
"phone_2_time","accessibility","Numerical–Categorical","Correlation ratio (η)","0.22431709602538302","0.22431709602538302"
"desired_app_TV","light_1_morning","Categorical–Categorical","Cramér’s V","0.2242466602334365","0.2242466602334365"
"food_pres_trofa","mant_capacity","Categorical–Categorical","Cramér’s V","0.22414237269728474","0.22414237269728474"
"monthly_income","migration","Numerical–Categorical","Correlation ratio (η)","0.22410180165889304","0.22410180165889304"
"children_0_5","act_dl_agri","Numerical–Numerical","Pearson","-0.22403805523403875","0.22403805523403875"
"light_1_morning","radio_night","Categorical–Categorical","Cramér’s V","0.22353673451850803","0.22353673451850803"
"light_bulb_1_time","food_pres_trofa","Numerical–Categorical","Correlation ratio (η)","0.22352160925157122","0.22352160925157122"
"radios","children_in_school","Numerical–Categorical","Correlation ratio (η)","0.2231178700018972","0.2231178700018972"
"sleep_time_after","accessibility","Numerical–Categorical","Correlation ratio (η)","0.2227912537801758","0.2227912537801758"
"water_source","illum_candles","Categorical–Categorical","Cramér’s V","0.22268206391018922","0.22268206391018922"
"cooking_time_min_d","energy_saving_measures","Numerical–Categorical","Correlation ratio (η)","0.222482096129226","0.222482096129226"
"light_bulbs","illum_picolamp","Numerical–Categorical","Correlation ratio (η)","0.22239298961046394","0.22239298961046394"
"illum_burner","accessibility","Categorical–Categorical","Cramér’s V","0.22233340472619686","0.22233340472619686"
"act_agriculture","phones","Numerical–Numerical","Pearson","0.22189737578022695","0.22189737578022695"
"phone_1_time","children_in_school","Numerical–Categorical","Correlation ratio (η)","0.22188463240291667","0.22188463240291667"
"cooking_time_min_d","accessibility","Numerical–Categorical","Correlation ratio (η)","0.22150795060662992","0.22150795060662992"
"act_agriculture","mat_floor","Numerical–Categorical","Correlation ratio (η)","0.2214767495240635","0.2214767495240635"
"cooking_fuel_gas","mat_roof","Categorical–Categorical","Cramér’s V","0.2212294635462036","0.2212294635462036"
"fam_members","desired_app_laptop","Numerical–Categorical","Correlation ratio (η)","0.22083401493072463","0.22083401493072463"
"radio_night","mant_difficulty","Categorical–Categorical","Cramér’s V","0.22080712632756452","0.22080712632756452"
"food_pres_trofa","accessibility","Categorical–Categorical","Cramér’s V","0.2201496487133534","0.2201496487133534"
"rooms","spring_migration","Numerical–Categorical","Correlation ratio (η)","0.21999751549062807","0.21999751549062807"
"act_agriculture","mant_freq","Numerical–Categorical","Correlation ratio (η)","0.2196969517551407","0.2196969517551407"
"sleep_time_before","desired_app_fridge","Numerical–Categorical","Correlation ratio (η)","0.21968367674029715","0.21968367674029715"
"light_bulb_2_time","light_3_night","Numerical–Categorical","Correlation ratio (η)","0.21950921504319063","0.21950921504319063"
"adults_18_59","mant_capacity","Numerical–Categorical","Correlation ratio (η)","0.219276980815777","0.219276980815777"
"fam_head_gender","light_1_morning","Categorical–Categorical","Cramér’s V","0.2192465452841791","0.2192465452841791"
"adults_mas_60","monthly_exp_illum_before","Numerical–Numerical","Pearson","-0.21903475864570845","0.21903475864570845"
"family_type","transport_motorcycle","Categorical–Categorical","Cramér’s V","0.21861736346250918","0.21861736346250918"
"act_agriculture","migration","Numerical–Categorical","Correlation ratio (η)","0.2185964124462969","0.2185964124462969"
