time,V1,V2,V3,I1,I2,I3,I4,O1,O2
13:36:44,14.355,5.307,20.273,0,0,0.026,0.069,20.647,0.782
13:46:44,14.3,5.307,20.482,0,0,0.026,0.055,20.647,0.749
13:56:44,14.41,5.307,20.328,0,0,0.026,0.058,20.592,0.663
14:06:44,14.41,5.307,20.273,0,0,0.026,0.048,20.537,0.407
14:16:44,14.41,5.307,21.241,0,0,0.026,0.04,21.45,1.024
14:26:44,14.41,5.307,20.911,0,0,0.026,0.039,21.021,0.985
14:36:44,14.41,5.307,20.911,0,0,0.027,0.037,21.021,0.89
14:46:44,14.41,5.307,21.076,0,0,0.026,0.037,21.186,0.87
14:56:44,14.41,5.307,21.186,0,0,0.026,0.035,21.241,0.816
15:06:44,14.41,5.307,21.186,0,0,0.026,0.035,21.241,0.769
15:16:44,14.41,5.307,21.076,0,0,0.026,0.034,21.186,0.735
15:26:44,14.41,5.307,21.021,0,0,0.026,0.033,21.131,0.685
15:36:44,14.41,5.307,20.966,0,0,0.026,0.033,21.076,0.619
15:46:44,14.41,5.307,20.911,0,0,0.026,0.033,21.076,0.545
15:56:44,14.41,5.307,20.966,0,0,0.026,0.033,21.076,0.467
16:06:44,14.41,5.307,20.911,0,0,0.026,0.033,21.076,0.394
16:16:44,14.41,5.307,20.966,0,0,0.026,0.033,21.076,0.322
16:26:44,14.41,5.307,20.966,0,0,0.026,0.033,21.076,0.254
16:36:44,14.41,5.307,20.218,0,0,0.026,0.033,20.537,0.145
16:46:44,14.41,5.307,19.03,0,0,0.026,0.034,19.844,0.095
16:56:44,14.3,5.307,15.103,0,0,0.026,0.03,18.392,0.039
17:06:44,14.19,5.307,15.004,0,0,0.026,0.028,18.491,0.036
17:16:44,13.761,5.307,15.103,0.07,0,0.028,0.012,17.259,0.02
17:26:44,13.167,5.307,13.761,0.225,0,0.027,0.009,16.071,0.011
17:36:44,13.123,5.307,13.167,0.225,0,0.026,0.004,14.036,0.007
17:46:44,13.013,5.002,9.405,0.226,0.331,0.026,0.002,8.492,0.004
